"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"104443516",214.881466883804,-1.1228741511608,0.208100635993174,-5.39582277488871,6.82102495531171e-08,1.63530741027176e-06
"108959425",26.2844034566745,2.53688513819514,0.470173507308839,5.39563607638309,6.82812201934552e-08,1.63561924568669e-06
"104422570",70.2481789281754,-1.61941938466595,0.300316246879618,-5.39238020417555,6.95304533711721e-08,1.66413090180469e-06
"104453619",179.208327938361,6.32235474138236,1.17301608348058,5.38982783818499,7.05252134555245e-08,1.68650887566779e-06
"104444191",460.501477730366,-1.18391117596129,0.219829237986542,-5.38559468615257,7.22055106622105e-08,1.72376912002221e-06
"104428135",129.847827447039,-1.2275999875736,0.228021540666384,-5.38370183793158,7.29693388665531e-08,1.74053153350498e-06
"104432522",228.943704585943,-1.143369064284,0.212440199140984,-5.38207490346595,7.3632111179701e-08,1.75485719026081e-06
"104433929",264.940032984821,1.07631368319928,0.200006888132042,5.38138307761035,7.39157071454369e-08,1.760129471924e-06
"104415654",575.440960726109,-1.58142147696853,0.293882616291519,-5.38113310996194,7.40184348091841e-08,1.76108953916152e-06
"104437853",230.66230478884,-1.17251304819355,0.217900743289217,-5.3809502000518,7.40936917649766e-08,1.76139494037414e-06
"104433086",424.784721742921,5.74509778440709,1.06775721656207,5.38052817184882,7.42676150763207e-08,1.76404340254513e-06
"104438218",133.189663544165,-1.46600368227147,0.272538269267966,-5.37907460192338,7.48696816406872e-08,1.7768483402329e-06
"104433443",59.0222296935045,1.45077694362103,0.269976945217886,5.37370678985267,7.7134251061743e-08,1.82905403063888e-06
"104441911",1183.66018260913,2.00247529721737,0.372684506352285,5.37311120555278,7.73895666623404e-08,1.83356741568255e-06
"104457075",1645.21751277668,1.18517470485101,0.220607930043212,5.3723123399003,7.77333105395099e-08,1.83991234067409e-06
"104442132",104.594067100123,-1.27284600323484,0.236932597746777,-5.37218607882398,7.77877745561056e-08,1.83991234067409e-06
"104421209",982.783538990553,-1.62567999614537,0.302733393640851,-5.3700055239826,7.87342303895057e-08,1.86073912322535e-06
"104457356",4187.5475279981,-1.410622143355,0.262748377725715,-5.36871875504998,7.92979662924507e-08,1.87249373459445e-06
"104423510",3552.37127658968,-2.75782168875255,0.513829691623688,-5.36719020661868,7.99727067336422e-08,1.88684769114542e-06
"104426082",97.1522442631041,-1.37813678695137,0.256812614757694,-5.36631266439797,8.03625850499942e-08,1.89446234330889e-06
"104421741",360.527933094818,1.10467975716104,0.205993629834878,5.3626889241504,8.19921396532014e-08,1.92965320828527e-06
"104450400",513.392144008467,1.0431922801216,0.194572412440047,5.36146037888609,8.2551830573224e-08,1.93958997095357e-06
"104422078",800.141153400441,-1.10761704563232,0.206597719519962,-5.36122590416737,8.26590703145247e-08,1.94049388197609e-06
"104441677",69.2837178612742,2.17384377376692,0.405653609594761,5.35886707858595,8.3745438615617e-08,1.96273155054442e-06
"104420482",4546.58860392911,-1.12416264854424,0.209846833766392,-5.35706271268164,8.45857676830836e-08,1.98078107259855e-06
"104414525",103.266427594997,-2.53287884310541,0.472848284645964,-5.35664170803085,8.47830095030928e-08,1.9837536999654e-06
"104436303",355.210430853855,-1.67076375089972,0.31196553162505,-5.35560368543473,8.52712304725121e-08,1.99352409401271e-06
"104426640",753.341226720225,-1.35108320297536,0.252366537851201,-5.35365430963743,8.61954616500933e-08,2.01346319275028e-06
"104452811",289.442715733659,2.39066402850544,0.446567117359596,5.35342602617195,8.63043269379956e-08,2.01433870763967e-06
"104422450",57.3580231655789,4.08928113926138,0.764111323349815,5.35168242414499,8.71402300603715e-08,2.03216777838311e-06
"104450799",1518.82336517385,-1.25017651251838,0.233620577718992,-5.35131162128254,8.73190053630345e-08,2.03465540324864e-06
"104450069",93.1940125790342,-2.50189401836218,0.467559644605961,-5.35096227235495,8.74877619308404e-08,2.03583653142966e-06
"104419855",85.2615223882074,-1.56933881855466,0.29328458029455,-5.35090803948354,8.75139879730732e-08,2.03583653142966e-06
"104456175",485.654606254348,1.37079717955264,0.256215355691914,5.35017573732371,8.78688623249048e-08,2.04047726152015e-06
"104454224",979.883388190805,-2.2607166464766,0.422559987486026,-5.35004901890139,8.79304114398082e-08,2.04047726152015e-06
"104449651",4218.49172323383,1.43134491051368,0.267642279061396,5.34797758983862,8.89424748369467e-08,2.06226684876661e-06
"104443944",626.764073813972,-1.95332793197191,0.365276996544698,-5.34752516706288,8.91650164535571e-08,2.06572942059645e-06
"104419263",2572.10688588878,-1.66679090347085,0.311810834059311,-5.34551953109431,9.01580750729944e-08,2.08360406421765e-06
"104425782",961.980202801312,-1.0192333794936,0.190711777944892,-5.34436514869109,9.07344954362145e-08,2.09520948626768e-06
"104454231",811.03250292542,1.27938803697822,0.239404915005988,5.34403413123838,9.0900440291558e-08,2.09732512195191e-06
"104414195",137.046718874983,2.83103015454184,0.529809015554347,5.34349184598093,9.11729325684454e-08,2.1018936366147e-06
"104421865",977.043128715253,-1.12493209664692,0.210580704229916,-5.34204736735375,9.19026313265753e-08,2.11698649042719e-06
"104447991",182.457341614898,-1.49623253976392,0.280096469792052,-5.34184718884444,9.20041993144316e-08,2.11759746839693e-06
"104423239",497.857395556743,4.93916162662455,0.924919841436026,5.34009695257054,9.289688760401e-08,2.1364012831377e-06
"104443687",97.9200269866011,-2.16071745874466,0.40479453298228,-5.33781284748537,9.40744891384086e-08,2.16172144503877e-06
"104423065",528.591691745832,-1.41324188524355,0.264934391290085,-5.33430891460274,9.59091257224442e-08,2.20208601272248e-06
"104448401",76.8561889739438,-1.82634029885404,0.342438605060131,-5.33333646343216,9.64244044186639e-08,2.21211694624867e-06
"104443252",165.140093103618,-1.65508430190492,0.310422998206982,-5.33170645043943,9.72941258469912e-08,2.23025641198245e-06
