sseqid	PathwayID	Description
AT5G47030	ath00190	Oxidative phosphorylation 
AT5G47890	ath00190	Oxidative phosphorylation 
AT5G52840	ath00190	Oxidative phosphorylation 
AT5G55290	ath00190	Oxidative phosphorylation 
AT5G56090	ath00190	Oxidative phosphorylation 
AT5G57350	ath00190	Oxidative phosphorylation 
AT5G57815	ath00190	Oxidative phosphorylation 
AT5G62670	ath00190	Oxidative phosphorylation 
AT5G66760	ath00190	Oxidative phosphorylation 
AT5G67590	ath00190	Oxidative phosphorylation 
AT1G03130	ath00195	Photosynthesis 
AT1G03600	ath00195	Photosynthesis 
AT1G06680	ath00195	Photosynthesis 
AT1G08380	ath00195	Photosynthesis 
AT1G14150	ath00195	Photosynthesis 
AT1G20020	ath00195	Photosynthesis 
AT1G30380	ath00195	Photosynthesis 
AT1G31330	ath00195	Photosynthesis 
AT1G32550	ath00195	Photosynthesis 
AT1G44575	ath00195	Photosynthesis 
AT1G52230	ath00195	Photosynthesis 
AT1G55670	ath00195	Photosynthesis 
AT1G60950	ath00195	Photosynthesis 
AT1G67740	ath00195	Photosynthesis 
AT1G76100	ath00195	Photosynthesis 
AT1G79040	ath00195	Photosynthesis 
AT2G27510	ath00195	Photosynthesis 
AT2G30570	ath00195	Photosynthesis 
AT3G01440	ath00195	Photosynthesis 
AT3G16140	ath00195	Photosynthesis 
AT3G50820	ath00195	Photosynthesis 
AT3G55330	ath00195	Photosynthesis 
AT4G03280	ath00195	Photosynthesis 
AT4G04640	ath00195	Photosynthesis 
AT4G05180	ath00195	Photosynthesis 
AT4G05390	ath00195	Photosynthesis 
AT4G09650	ath00195	Photosynthesis 
AT4G12800	ath00195	Photosynthesis 
AT4G14890	ath00195	Photosynthesis 
AT4G28660	ath00195	Photosynthesis 
AT4G28750	ath00195	Photosynthesis 
AT4G32260	ath00195	Photosynthesis 
AT5G45040	ath00195	Photosynthesis 
AT5G64040	ath00195	Photosynthesis 
AT1G15820	ath00196	Photosynthesis 
AT1G19150	ath00196	Photosynthesis 
AT1G29930	ath00196	Photosynthesis 
AT1G45474	ath00196	Photosynthesis 
AT1G61520	ath00196	Photosynthesis 
AT1G76570	ath00196	Photosynthesis 
AT2G34430	ath00196	Photosynthesis 
AT2G40100	ath00196	Photosynthesis 
AT3G08940	ath00196	Photosynthesis 
AT3G27690	ath00196	Photosynthesis 
AT3G47470	ath00196	Photosynthesis 
AT3G54890	ath00196	Photosynthesis 
AT3G61470	ath00196	Photosynthesis 
AT4G10340	ath00196	Photosynthesis 
AT5G54270	ath00196	Photosynthesis 
AT1G44820	ath00220	Arginine biosynthesis 
AT1G51720	ath00220	Arginine biosynthesis 
AT1G66200	ath00220	Arginine biosynthesis 
AT1G67550	ath00220	Arginine biosynthesis 
AT1G72330	ath00220	Arginine biosynthesis 
AT1G75330	ath00220	Arginine biosynthesis 
AT1G80600	ath00220	Arginine biosynthesis 
AT2G19940	ath00220	Arginine biosynthesis 
AT2G22910	ath00220	Arginine biosynthesis 
AT2G30970	ath00220	Arginine biosynthesis 
AT2G37500	ath00220	Arginine biosynthesis 
AT3G47450	ath00220	Arginine biosynthesis 
AT3G57560	ath00220	Arginine biosynthesis 
AT4G08900	ath00220	Arginine biosynthesis 
AT4G17830	ath00220	Arginine biosynthesis 
AT4G24830	ath00220	Arginine biosynthesis 
AT4G31990	ath00220	Arginine biosynthesis 
AT4G38220	ath00220	Arginine biosynthesis 
AT5G07440	ath00220	Arginine biosynthesis 
AT5G10920	ath00220	Arginine biosynthesis 
AT5G16570	ath00220	Arginine biosynthesis 
AT5G18170	ath00220	Arginine biosynthesis 
AT5G19550	ath00220	Arginine biosynthesis 
AT5G35630	ath00220	Arginine biosynthesis 
AT1G09830	ath00230	Purine metabolism 
AT1G16350	ath00230	Purine metabolism 
AT1G19920	ath00230	Purine metabolism 
AT1G23190	ath00230	Purine metabolism 
AT1G26160	ath00230	Purine metabolism 
AT1G27450	ath00230	Purine metabolism 
AT1G31220	ath00230	Purine metabolism 
AT1G54130	ath00230	Purine metabolism 
AT1G63660	ath00230	Purine metabolism 
AT1G67550	ath00230	Purine metabolism 
AT1G70730	ath00230	Purine metabolism 
AT1G71750	ath00230	Purine metabolism 
AT1G72880	ath00230	Purine metabolism 
AT1G74260	ath00230	Purine metabolism 
AT1G79470	ath00230	Purine metabolism 
AT2G02970	ath00230	Purine metabolism 
AT2G21790	ath00230	Purine metabolism 
AT2G23820	ath00230	Purine metabolism 
AT2G26230	ath00230	Purine metabolism 
AT2G35040	ath00230	Purine metabolism 
AT2G37250	ath00230	Purine metabolism 
AT2G37690	ath00230	Purine metabolism 
AT2G38280	ath00230	Purine metabolism 
AT2G39270	ath00230	Purine metabolism 
AT2G42070	ath00230	Purine metabolism 
AT2G44530	ath00230	Purine metabolism 
AT3G01820	ath00230	Purine metabolism 
AT3G03900	ath00230	Purine metabolism 
AT3G06200	ath00230	Purine metabolism 
AT3G14050	ath00230	Purine metabolism 
AT3G17470	ath00230	Purine metabolism 
AT3G21110	ath00230	Purine metabolism 
AT3G22890	ath00230	Purine metabolism 
AT3G23580	ath00230	Purine metabolism 
AT3G27060	ath00230	Purine metabolism 
AT3G55010	ath00230	Purine metabolism 
AT3G57550	ath00230	Purine metabolism 
AT3G57610	ath00230	Purine metabolism 
AT4G02260	ath00230	Purine metabolism 
AT4G04955	ath00230	Purine metabolism 
AT4G09320	ath00230	Purine metabolism 
AT4G11010	ath00230	Purine metabolism 
AT4G11980	ath00230	Purine metabolism 
AT4G13720	ath00230	Purine metabolism 
AT4G14930	ath00230	Purine metabolism 
AT4G17050	ath00230	Purine metabolism 
AT4G18440	ath00230	Purine metabolism 
AT4G20070	ath00230	Purine metabolism 
AT4G22570	ath00230	Purine metabolism 
AT4G24730	ath00230	Purine metabolism 
AT4G29680	ath00230	Purine metabolism 
AT4G34740	ath00230	Purine metabolism 
AT4G34890	ath00230	Purine metabolism 
AT4G34900	ath00230	Purine metabolism 
AT5G11160	ath00230	Purine metabolism 
AT5G18280	ath00230	Purine metabolism 
AT5G35170	ath00230	Purine metabolism 
AT5G43600	ath00230	Purine metabolism 
AT5G47840	ath00230	Purine metabolism 
AT5G50370	ath00230	Purine metabolism 
AT5G51820	ath00230	Purine metabolism 
AT5G58220	ath00230	Purine metabolism 
AT5G58240	ath00230	Purine metabolism 
AT5G60340	ath00230	Purine metabolism 
AT5G63310	ath00230	Purine metabolism 
AT5G63400	ath00230	Purine metabolism 
AT5G66005	ath00230	Purine metabolism 
AT5G67520	ath00230	Purine metabolism 
AT2G26230	ath00232	Caffeine metabolism 
AT4G34890	ath00232	Caffeine metabolism 
AT4G34900	ath00232	Caffeine metabolism 
AT1G05620	ath00240	Pyrimidine metabolism 
AT1G26160	ath00240	Pyrimidine metabolism 
AT1G26190	ath00240	Pyrimidine metabolism 
AT1G29900	ath00240	Pyrimidine metabolism 
AT1G30820	ath00240	Pyrimidine metabolism 
AT1G50510	ath00240	Pyrimidine metabolism 
AT1G55810	ath00240	Pyrimidine metabolism 
AT1G72880	ath00240	Pyrimidine metabolism 
AT2G02970	ath00240	Pyrimidine metabolism 
AT2G16370	ath00240	Pyrimidine metabolism 
AT2G19570	ath00240	Pyrimidine metabolism 
AT2G21790	ath00240	Pyrimidine metabolism 
AT2G23820	ath00240	Pyrimidine metabolism 
AT2G36310	ath00240	Pyrimidine metabolism 
AT2G38680	ath00240	Pyrimidine metabolism 
AT3G07800	ath00240	Pyrimidine metabolism 
AT3G12670	ath00240	Pyrimidine metabolism 
AT3G17810	ath00240	Pyrimidine metabolism 
AT3G18680	ath00240	Pyrimidine metabolism 
AT3G20330	ath00240	Pyrimidine metabolism 
AT3G23580	ath00240	Pyrimidine metabolism 
AT3G25400	ath00240	Pyrimidine metabolism 
AT3G27060	ath00240	Pyrimidine metabolism 
AT3G27740	ath00240	Pyrimidine metabolism 
AT3G46940	ath00240	Pyrimidine metabolism 
AT3G48540	ath00240	Pyrimidine metabolism 
AT3G53900	ath00240	Pyrimidine metabolism 
AT3G54470	ath00240	Pyrimidine metabolism 
AT4G02120	ath00240	Pyrimidine metabolism 
AT4G09320	ath00240	Pyrimidine metabolism 
AT4G11010	ath00240	Pyrimidine metabolism 
AT4G14930	ath00240	Pyrimidine metabolism 
AT4G22930	ath00240	Pyrimidine metabolism 
AT4G25280	ath00240	Pyrimidine metabolism 
AT4G29680	ath00240	Pyrimidine metabolism 
AT5G12200	ath00240	Pyrimidine metabolism 
AT5G18280	ath00240	Pyrimidine metabolism 
AT5G23300	ath00240	Pyrimidine metabolism 
AT5G26667	ath00240	Pyrimidine metabolism 
AT5G40870	ath00240	Pyrimidine metabolism 
AT5G59440	ath00240	Pyrimidine metabolism 
AT5G63310	ath00240	Pyrimidine metabolism 
AT5G64370	ath00240	Pyrimidine metabolism 
AT1G29900	ath00250	Alanine, aspartate and glutamate metabolism 
AT1G51720	ath00250	Alanine, aspartate and glutamate metabolism 
AT1G66200	ath00250	Alanine, aspartate and glutamate metabolism 
AT1G72330	ath00250	Alanine, aspartate and glutamate metabolism 
AT1G79440	ath00250	Alanine, aspartate and glutamate metabolism 
AT2G02000	ath00250	Alanine, aspartate and glutamate metabolism 
AT2G02010	ath00250	Alanine, aspartate and glutamate metabolism 
AT2G13360	ath00250	Alanine, aspartate and glutamate metabolism 
AT2G30970	ath00250	Alanine, aspartate and glutamate metabolism 
AT3G08860	ath00250	Alanine, aspartate and glutamate metabolism 
AT3G16150	ath00250	Alanine, aspartate and glutamate metabolism 
AT3G20330	ath00250	Alanine, aspartate and glutamate metabolism 
AT3G22200	ath00250	Alanine, aspartate and glutamate metabolism 
AT3G24090	ath00250	Alanine, aspartate and glutamate metabolism 
AT3G27740	ath00250	Alanine, aspartate and glutamate metabolism 
AT3G47340	ath00250	Alanine, aspartate and glutamate metabolism 
AT3G57610	ath00250	Alanine, aspartate and glutamate metabolism 
AT4G18440	ath00250	Alanine, aspartate and glutamate metabolism 
AT4G24830	ath00250	Alanine, aspartate and glutamate metabolism 
AT4G31990	ath00250	Alanine, aspartate and glutamate metabolism 
AT4G34740	ath00250	Alanine, aspartate and glutamate metabolism 
AT4G39660	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G07440	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G08100	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G10240	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G10920	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G12040	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G14760	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G16570	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G17330	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G18170	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G19550	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G35630	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G53460	ath00250	Alanine, aspartate and glutamate metabolism 
AT5G62530	ath00250	Alanine, aspartate and glutamate metabolism 
AT1G08630	ath00260	Glycine, serine and threonine metabolism 
AT1G09780	ath00260	Glycine, serine and threonine metabolism 
AT1G11860	ath00260	Glycine, serine and threonine metabolism 
AT1G12550	ath00260	Glycine, serine and threonine metabolism 
AT1G14810	ath00260	Glycine, serine and threonine metabolism 
AT1G17745	ath00260	Glycine, serine and threonine metabolism 
AT1G18640	ath00260	Glycine, serine and threonine metabolism 
AT1G22170	ath00260	Glycine, serine and threonine metabolism 
AT1G31230	ath00260	Glycine, serine and threonine metabolism 
AT1G31690	ath00260	Glycine, serine and threonine metabolism 
AT1G32470	ath00260	Glycine, serine and threonine metabolism 
AT1G36370	ath00260	Glycine, serine and threonine metabolism 
AT1G48030	ath00260	Glycine, serine and threonine metabolism 
AT1G54100	ath00260	Glycine, serine and threonine metabolism 
AT1G68010	ath00260	Glycine, serine and threonine metabolism 
AT1G79870	ath00260	Glycine, serine and threonine metabolism 
AT1G80380	ath00260	Glycine, serine and threonine metabolism 
AT2G13360	ath00260	Glycine, serine and threonine metabolism 
AT2G17265	ath00260	Glycine, serine and threonine metabolism 
AT2G24580	ath00260	Glycine, serine and threonine metabolism 
AT2G26080	ath00260	Glycine, serine and threonine metabolism 
AT2G35120	ath00260	Glycine, serine and threonine metabolism 
AT2G42490	ath00260	Glycine, serine and threonine metabolism 
AT3G08860	ath00260	Glycine, serine and threonine metabolism 
AT3G10050	ath00260	Glycine, serine and threonine metabolism 
AT3G19480	ath00260	Glycine, serine and threonine metabolism 
AT3G48170	ath00260	Glycine, serine and threonine metabolism 
AT3G50520	ath00260	Glycine, serine and threonine metabolism 
AT3G54640	ath00260	Glycine, serine and threonine metabolism 
AT4G02610	ath00260	Glycine, serine and threonine metabolism 
AT4G11640	ath00260	Glycine, serine and threonine metabolism 
AT4G12290	ath00260	Glycine, serine and threonine metabolism 
AT4G13930	ath00260	Glycine, serine and threonine metabolism 
AT4G16155	ath00260	Glycine, serine and threonine metabolism 
AT4G29840	ath00260	Glycine, serine and threonine metabolism 
AT4G29890	ath00260	Glycine, serine and threonine metabolism 
AT4G32520	ath00260	Glycine, serine and threonine metabolism 
AT4G33010	ath00260	Glycine, serine and threonine metabolism 
AT4G34200	ath00260	Glycine, serine and threonine metabolism 
AT4G35630	ath00260	Glycine, serine and threonine metabolism 
AT4G37930	ath00260	Glycine, serine and threonine metabolism 
AT4G39660	ath00260	Glycine, serine and threonine metabolism 
AT5G13280	ath00260	Glycine, serine and threonine metabolism 
AT5G28237	ath00260	Glycine, serine and threonine metabolism 
AT5G38530	ath00260	Glycine, serine and threonine metabolism 
AT1G14810	ath00261	Monobactam biosynthesis 
AT1G19920	ath00261	Monobactam biosynthesis 
AT1G31230	ath00261	Monobactam biosynthesis 
AT2G44040	ath00261	Monobactam biosynthesis 
AT2G45440	ath00261	Monobactam biosynthesis 
AT3G22890	ath00261	Monobactam biosynthesis 
AT3G59890	ath00261	Monobactam biosynthesis 
AT5G13280	ath00261	Monobactam biosynthesis 
AT1G02500	ath00270	Cysteine and methionine metabolism 
AT1G05010	ath00270	Cysteine and methionine metabolism 
AT1G09240	ath00270	Cysteine and methionine metabolism 
AT1G10070	ath00270	Cysteine and methionine metabolism 
AT1G12010	ath00270	Cysteine and methionine metabolism 
AT1G14810	ath00270	Cysteine and methionine metabolism 
AT1G17745	ath00270	Cysteine and methionine metabolism 
AT1G23820	ath00270	Cysteine and methionine metabolism 
AT1G31230	ath00270	Cysteine and methionine metabolism 
AT1G33320	ath00270	Cysteine and methionine metabolism 
AT1G48420	ath00270	Cysteine and methionine metabolism 
AT1G49820	ath00270	Cysteine and methionine metabolism 
AT1G53240	ath00270	Cysteine and methionine metabolism 
AT1G55880	ath00270	Cysteine and methionine metabolism 
AT1G64660	ath00270	Cysteine and methionine metabolism 
AT1G69770	ath00270	Cysteine and methionine metabolism 
AT1G70310	ath00270	Cysteine and methionine metabolism 
AT1G77330	ath00270	Cysteine and methionine metabolism 
AT1G77670	ath00270	Cysteine and methionine metabolism 
AT1G79230	ath00270	Cysteine and methionine metabolism 
AT1G80360	ath00270	Cysteine and methionine metabolism 
AT2G05830	ath00270	Cysteine and methionine metabolism 
AT2G17640	ath00270	Cysteine and methionine metabolism 
AT2G19590	ath00270	Cysteine and methionine metabolism 
AT2G26400	ath00270	Cysteine and methionine metabolism 
AT2G30970	ath00270	Cysteine and methionine metabolism 
AT2G36880	ath00270	Cysteine and methionine metabolism 
AT2G43750	ath00270	Cysteine and methionine metabolism 
AT3G02470	ath00270	Cysteine and methionine metabolism 
AT3G03630	ath00270	Cysteine and methionine metabolism 
AT3G03780	ath00270	Cysteine and methionine metabolism 
AT3G08860	ath00270	Cysteine and methionine metabolism 
AT3G13110	ath00270	Cysteine and methionine metabolism 
AT3G15020	ath00270	Cysteine and methionine metabolism 
AT3G17390	ath00270	Cysteine and methionine metabolism 
AT3G19480	ath00270	Cysteine and methionine metabolism 
AT3G22460	ath00270	Cysteine and methionine metabolism 
AT3G22740	ath00270	Cysteine and methionine metabolism 
AT3G25570	ath00270	Cysteine and methionine metabolism 
AT3G25900	ath00270	Cysteine and methionine metabolism 
AT3G26115	ath00270	Cysteine and methionine metabolism 
AT3G47520	ath00270	Cysteine and methionine metabolism 
AT3G57050	ath00270	Cysteine and methionine metabolism 
AT3G59760	ath00270	Cysteine and methionine metabolism 
AT3G61440	ath00270	Cysteine and methionine metabolism 
AT3G61510	ath00270	Cysteine and methionine metabolism 
AT3G62130	ath00270	Cysteine and methionine metabolism 
AT4G01850	ath00270	Cysteine and methionine metabolism 
AT4G08040	ath00270	Cysteine and methionine metabolism 
AT4G13940	ath00270	Cysteine and methionine metabolism 
AT4G14710	ath00270	Cysteine and methionine metabolism 
AT4G14880	ath00270	Cysteine and methionine metabolism 
AT4G17260	ath00270	Cysteine and methionine metabolism 
AT4G19020	ath00270	Cysteine and methionine metabolism 
AT4G23100	ath00270	Cysteine and methionine metabolism 
AT4G31990	ath00270	Cysteine and methionine metabolism 
AT4G34200	ath00270	Cysteine and methionine metabolism 
AT4G34840	ath00270	Cysteine and methionine metabolism 
AT4G35630	ath00270	Cysteine and methionine metabolism 
AT4G37770	ath00270	Cysteine and methionine metabolism 
AT4G39660	ath00270	Cysteine and methionine metabolism 
AT5G09660	ath00270	Cysteine and methionine metabolism 
AT5G13280	ath00270	Cysteine and methionine metabolism 
AT5G17920	ath00270	Cysteine and methionine metabolism 
AT5G18930	ath00270	Cysteine and methionine metabolism 
AT5G19550	ath00270	Cysteine and methionine metabolism 
AT5G20980	ath00270	Cysteine and methionine metabolism 
AT5G26600	ath00270	Cysteine and methionine metabolism 
AT5G27380	ath00270	Cysteine and methionine metabolism 
AT5G27650	ath00270	Cysteine and methionine metabolism 
AT5G43330	ath00270	Cysteine and methionine metabolism 
AT5G43850	ath00270	Cysteine and methionine metabolism 
AT5G49160	ath00270	Cysteine and methionine metabolism 
AT5G53120	ath00270	Cysteine and methionine metabolism 
AT5G53850	ath00270	Cysteine and methionine metabolism 
AT5G53970	ath00270	Cysteine and methionine metabolism 
AT5G56760	ath00270	Cysteine and methionine metabolism 
AT5G65780	ath00270	Cysteine and methionine metabolism 
AT1G03090	ath00280	Valine, leucine and isoleucine degradation 
AT1G04710	ath00280	Valine, leucine and isoleucine degradation 
AT1G06550	ath00280	Valine, leucine and isoleucine degradation 
AT1G10070	ath00280	Valine, leucine and isoleucine degradation 
AT1G21400	ath00280	Valine, leucine and isoleucine degradation 
AT1G23800	ath00280	Valine, leucine and isoleucine degradation 
AT1G44170	ath00280	Valine, leucine and isoleucine degradation 
AT1G48030	ath00280	Valine, leucine and isoleucine degradation 
AT1G54100	ath00280	Valine, leucine and isoleucine degradation 
AT1G55510	ath00280	Valine, leucine and isoleucine degradation 
AT1G71180	ath00280	Valine, leucine and isoleucine degradation 
AT2G26800	ath00280	Valine, leucine and isoleucine degradation 
AT2G30660	ath00280	Valine, leucine and isoleucine degradation 
AT2G33150	ath00280	Valine, leucine and isoleucine degradation 
AT3G06810	ath00280	Valine, leucine and isoleucine degradation 
AT3G06850	ath00280	Valine, leucine and isoleucine degradation 
AT3G08860	ath00280	Valine, leucine and isoleucine degradation 
AT3G16170	ath00280	Valine, leucine and isoleucine degradation 
AT3G24360	ath00280	Valine, leucine and isoleucine degradation 
AT3G45300	ath00280	Valine, leucine and isoleucine degradation 
AT3G48000	ath00280	Valine, leucine and isoleucine degradation 
AT3G60510	ath00280	Valine, leucine and isoleucine degradation 
AT4G11820	ath00280	Valine, leucine and isoleucine degradation 
